"abb","plain"
"tonites","tonight's"
"todayss","today's"
"wife''s","wife's"
"2days","today's"
"wk's","weekend's"
"nathans","nathan's"
"tonite's","tonight's"
"hpmeless","homeless"
"neice's","neice's"
"nephew''s","nephew's"
"michigans","michigan's"
"#today's","today's"
"girlfrands","girlfriend's"
"goodnight's","goodnight's"
"tommorrows","tommorrow's"
